
2;*;12;24
2;+;13;15
2;*;13;26
2;+;14;16
2;*;14;28
2;+;15;17
2;*;15;30
2;+;16;18
2;*;16;32
2;+;17;19
2;*;17;34
2;+;18;20
2;*;18;36
2;+;19;21
2;*;19;38
2;+;20;22
2;*;20;40
3;+;0;3
3;-;0;3
3;*;0;0
3;+;1;4
3;-;1;2
3;*;1;3
3;/;1;3
3;+;2;5
3;-;2;1
3;*;2;6
3;+;3;6
3;-;3;0
3;*;3;9
3;/;3;1
3;+;4;7
3;*;4;12
3;+;5;8
3;*;5;15
3;+;6;9
3;*;6;18
3;+;7;10
3;*;7;21
3;+;8;11
3;*;8;24
3;+;9;12
3;*;9;27
3;+;10;13
3;*;10;30
3;+;11;14
3;*;11;33
3;+;12;15
3;*;12;36
3;+;13;16
3;*;13;39
3;+;14;17
3;*;14;42
3;+;15;18
3;*;15;45
3;+;16;19
3;*;16;48
3;+;17;20
3;*;17;51
3;+;18;21
3;*;18;54
3;+;19;22
3;*;19;57
3;+;20;23
3;*;20;60
4;+;0;4
4;-;0;4
4;*;0;0
4;+;1;5
4;-;1;3
4;*;1;4
4;/;1;4
4;+;2;6
4;-;2;2
4;*;2;8
4;/;2;2
4;+;3;7
4;-;3;1
4;*;3;12
4;+;4;8
4;-;4;0
4;*;4;16
4;/;4;1
4;+;5;9
4;*;5;20
4;+;6;10
4;*;6;24
4;+;7;11
4;*;7;28
4;+;8;12
4;*;8;32
4;+;9;13
4;*;9;36
4;+;10;14
4;*;10;40
4;+;11;15
4;*;11;44
4;+;12;16
4;*;12;48
4;+;13;17
4;*;13;52
4;+;14;18
4;*;14;56
4;+;15;19
4;*;15;60
4;+;16;20
4;*;16;64
4;+;17;21
4;*;17;68
4;+;18;22
4;*;18;72
4;+;19;23
4;*;19;76
4;+;20;24
4;*;20;80
5;+;0;5
5;-;0;5
5;*;0;0
5;+;1;6
5;-;1;4
5;*;1;5
5;/;1;5
5;+;2;7
5;-;2;3
5;*;2;10
5;+;3;8
5;-;3;2
5;*;3;15
5;+;4;9
5;-;4;1
5;*;4;20
5;+;5;10
5;-;5;0
5;*;5;25
5;/;5;1
5;+;6;11
5;*;6;30
5;+;7;12
5;*;7;35
5;+;8;13
5;*;8;40
5;+;9;14
5;*;9;45
5;+;10;15
5;*;10;50
5;+;11;16
5;*;11;55
5;+;12;17
5;*;12;60
5;+;13;18
5;*;13;65
5;+;14;19
5;*;14;70
5;+;15;20
5;*;15;75
5;+;16;21
5;*;16;80
5;+;17;22
5;*;17;85
5;+;18;23
5;*;18;90
5;+;19;24
5;*;19;95
5;+;20;25
5;*;20;100
6;+;0;6
6;-;0;6
6;*;0;0
6;+;1;7
6;-;1;5
6;*;1;6
6;/;1;6
6;+;2;8
6;-;2;4
6;*;2;12
6;/;2;3
6;+;3;9
6;-;3;3
6;*;3;18
6;/;3;2
6;+;4;10
6;-;4;2
6;*;4;24
6;+;5;11
6;-;5;1
6;*;5;30
6;+;6;12
6;-;6;0
6;*;6;36
6;/;6;1
6;+;7;13
6;*;7;42
6;+;8;14
6;*;8;48
6;+;9;15
6;*;9;54
6;+;10;16
6;*;10;60
6;+;11;17
6;*;11;66
6;+;12;18
6;*;12;72
6;+;13;19
6;*;13;78
6;+;14;20
6;*;14;84
6;+;15;21
6;*;15;90
6;+;16;22
6;*;16;96
6;+;17;23
6;*;17;102
6;+;18;24
6;*;18;108
6;+;19;25
6;*;19;114
6;+;20;26
6;*;20;120
7;+;0;7
7;-;0;7
7;*;0;0
7;+;1;8
7;-;1;6
7;*;1;7
7;/;1;7
7;+;2;9
7;-;2;5
7;*;2;14
7;+;3;10
7;-;3;4
7;*;3;21
7;+;4;11
7;-;4;3
7;*;4;28
7;+;5;12
7;-;5;2
7;*;5;35
7;+;6;13
7;-;6;1
7;*;6;42
7;+;7;14
7;-;7;0
7;*;7;49
7;/;7;1
7;+;8;15
7;*;8;56
7;+;9;16
7;*;9;63
7;+;10;17
7;*;10;70
7;+;11;18
7;*;11;77
7;+;12;19
7;*;12;84
7;+;13;20
7;*;13;91
7;+;14;21
7;*;14;98
7;+;15;22
7;*;15;105
7;+;16;23
7;*;16;112
7;+;17;24
7;*;17;119
7;+;18;25
7;*;18;126
7;+;19;26
7;*;19;133
7;+;20;27
7;*;20;140
8;+;0;8
8;-;0;8
8;*;0;0
8;+;1;9
8;-;1;7
8;*;1;8
8;/;1;8
8;+;2;10
8;-;2;6
8;*;2;16
8;/;2;4
8;+;3;11
8;-;3;5
8;*;3;24
8;+;4;12
8;-;4;4
8;*;4;32
8;/;4;2
8;+;5;13
8;-;5;3
8;*;5;40
8;+;6;14
8;-;6;2
8;*;6;48
8;+;7;15
8;-;7;1
8;*;7;56
8;+;8;16
8;-;8;0
8;*;8;64
8;/;8;1
8;+;9;17
8;*;9;72
8;+;10;18
8;*;10;80
8;+;11;19
8;*;11;88
8;+;12;20
8;*;12;96
8;+;13;21
8;*;13;104
8;+;14;22
8;*;14;112
8;+;15;23
8;*;15;120
8;+;16;24
8;*;16;128
8;+;17;25
8;*;17;136
8;+;18;26
8;*;18;144
8;+;19;27
8;*;19;152
8;+;20;28
8;*;20;160
9;+;0;9
9;-;0;9
9;*;0;0
9;+;1;10
9;-;1;8
9;*;1;9
9;/;1;9
9;+;2;11
9;-;2;7
9;*;2;18
9;+;3;12
9;-;3;6
9;*;3;27
9;/;3;3
9;+;4;13
9;-;4;5
9;*;4;36
9;+;5;14
9;-;5;4
9;*;5;45
9;+;6;15
9;-;6;3
9;*;6;54
9;+;7;16
9;-;7;2
9;*;7;63
9;+;8;17
9;-;8;1
9;*;8;72
9;+;9;18
9;-;9;0
9;*;9;81
9;/;9;1
9;+;10;19
9;*;10;90
9;+;11;20
9;*;11;99
9;+;12;21
9;*;12;108
9;+;13;22
9;*;13;117
9;+;14;23
9;*;14;126
9;+;15;24
9;*;15;135
9;+;16;25
9;*;16;144
9;+;17;26
9;*;17;153
9;+;18;27
9;*;18;162
9;+;19;28
9;*;19;171
9;+;20;29
9;*;20;180
10;+;0;10
10;-;0;10
10;*;0;0
10;+;1;11
10;-;1;9
10;*;1;10
10;/;1;10
10;+;2;12
10;-;2;8
10;*;2;20
10;/;2;5
10;+;3;13
10;-;3;7
10;*;3;30
10;+;4;14
10;-;4;6
10;*;4;40
10;+;5;15
10;-;5;5
10;*;5;50
10;/;5;2
10;+;6;16
10;-;6;4
10;*;6;60
10;+;7;17
10;-;7;3
10;*;7;70
10;+;8;18
10;-;8;2
10;*;8;80
10;+;9;19
10;-;9;1
10;*;9;90
10;+;10;20
10;-;10;0
10;*;10;100
10;/;10;1
10;+;11;21
10;*;11;110
10;+;12;22
10;*;12;120
10;+;13;23
10;*;13;130
10;+;14;24
10;*;14;140
10;+;15;25
10;*;15;150
10;+;16;26
10;*;16;160
10;+;17;27
10;*;17;170
10;+;18;28
10;*;18;180
10;+;19;29
10;*;19;190
10;+;20;30
10;*;20;200
11;+;0;11
11;-;0;11
11;*;0;0
11;+;1;12
11;-;1;10
11;*;1;11
11;/;1;11
11;+;2;13
11;-;2;9
11;*;2;22
11;+;3;14
11;-;3;8
11;*;3;33
11;+;4;15
11;-;4;7
11;*;4;44
11;+;5;16
11;-;5;6
11;*;5;55
11;+;6;17
11;-;6;5
11;*;6;66
11;+;7;18
11;-;7;4
11;*;7;77
11;+;8;19
11;-;8;3
11;*;8;88
11;+;9;20
11;-;9;2
11;*;9;99
11;+;10;21
11;-;10;1
11;*;10;110
11;+;11;22
11;-;11;0
11;*;11;121
11;/;11;1
11;+;12;23
11;*;12;132
11;+;13;24
11;*;13;143
11;+;14;25
11;*;14;154
11;+;15;26
11;*;15;165
11;+;16;27
11;*;16;176
11;+;17;28
11;*;17;187
11;+;18;29
11;*;18;198
11;+;19;30
11;*;19;209
11;+;20;31
11;*;20;220
12;+;0;12
12;-;0;12
12;*;0;0
12;+;1;13
12;-;1;11
12;*;1;12
12;/;1;12
12;+;2;14
12;-;2;10
12;*;2;24
12;/;2;6
12;+;3;15
12;-;3;9
12;*;3;36
12;/;3;4
12;+;4;16
12;-;4;8
12;*;4;48
12;/;4;3
12;+;5;17
12;-;5;7
12;*;5;60
12;+;6;18
12;-;6;6
12;*;6;72
12;/;6;2
12;+;7;19
12;-;7;5
12;*;7;84
12;+;8;20
12;-;8;4
12;*;8;96
12;+;9;21
12;-;9;3
12;*;9;108
12;+;10;22
12;-;10;2
12;*;10;120
12;+;11;23
12;-;11;1
12;*;11;132
12;+;12;24
12;-;12;0
12;*;12;144
12;/;12;1
12;+;13;25
12;*;13;156
12;+;14;26
12;*;14;168
12;+;15;27
12;*;15;180
12;+;16;28
12;*;16;192
12;+;17;29
12;*;17;204
12;+;18;30
12;*;18;216
12;+;19;31
12;*;19;228
12;+;20;32
12;*;20;240
13;+;0;13
13;-;0;13
13;*;0;0
13;+;1;14
13;-;1;12
13;*;1;13
13;/;1;13
13;+;2;15
13;-;2;11
13;*;2;26
13;+;3;16
13;-;3;10
13;*;3;39
13;+;4;17
13;-;4;9
13;*;4;52
13;+;5;18
13;-;5;8
13;*;5;65
13;+;6;19
13;-;6;7
13;*;6;78
13;+;7;20
13;-;7;6
13;*;7;91
13;+;8;21
13;-;8;5
13;*;8;104
13;+;9;22
13;-;9;4
13;*;9;117
13;+;10;23
13;-;10;3
13;*;10;130
13;+;11;24
13;-;11;2
13;*;11;143
13;+;12;25
13;-;12;1
13;*;12;156
13;+;13;26
13;-;13;0
13;*;13;169
13;/;13;1
13;+;14;27
13;*;14;182
13;+;15;28
13;*;15;195
13;+;16;29
13;*;16;208
13;+;17;30
13;*;17;221
13;+;18;31
13;*;18;234
13;+;19;32
13;*;19;247
13;+;20;33
13;*;20;260
14;+;0;14
14;-;0;14
14;*;0;0
14;+;1;15
14;-;1;13
14;*;1;14
14;/;1;14
14;+;2;16
14;-;2;12
14;*;2;28
14;/;2;7
14;+;3;17
14;-;3;11
14;*;3;42
14;+;4;18
14;-;4;10
14;*;4;56
14;+;5;19
14;-;5;9
14;*;5;70
14;+;6;20
14;-;6;8
14;*;6;84
14;+;7;21
14;-;7;7
14;*;7;98
14;/;7;2
14;+;8;22
14;-;8;6
14;*;8;112
14;+;9;23
14;-;9;5
14;*;9;126
14;+;10;24
14;-;10;4
14;*;10;140
14;+;11;25
14;-;11;3
14;*;11;154
14;+;12;26
14;-;12;2
14;*;12;168
14;+;13;27
14;-;13;1
14;*;13;182
14;+;14;28
14;-;14;0
14;*;14;196
14;/;14;1
14;+;15;29
14;*;15;210
14;+;16;30
14;*;16;224
14;+;17;31
14;*;17;238
14;+;18;32
14;*;18;252
14;+;19;33
14;*;19;266
14;+;20;34
14;*;20;280
15;+;0;15
15;-;0;15
15;*;0;0
15;+;1;16
15;-;1;14
15;*;1;15
15;/;1;15
15;+;2;17
15;-;2;13
15;*;2;30
15;+;3;18
15;-;3;12
15;*;3;45
15;/;3;5
15;+;4;19
15;-;4;11
15;*;4;60
15;+;5;20
15;-;5;10
15;*;5;75
15;/;5;3
15;+;6;21
15;-;6;9
15;*;6;90
15;+;7;22
15;-;7;8
15;*;7;105
15;+;8;23
15;-;8;7
15;*;8;120
15;+;9;24
15;-;9;6
15;*;9;135
15;+;10;25
15;-;10;5
15;*;10;150
15;+;11;26
15;-;11;4
15;*;11;165
15;+;12;27
15;-;12;3
15;*;12;180
15;+;13;28
15;-;13;2
15;*;13;195
15;+;14;29
15;-;14;1
15;*;14;210
15;+;15;30
15;-;15;0
15;*;15;225
15;/;15;1
15;+;16;31
15;*;16;240
15;+;17;32
15;*;17;255
15;+;18;33
15;*;18;270
15;+;19;34
15;*;19;285
15;+;20;35
15;*;20;300
16;+;0;16
16;-;0;16
16;*;0;0
16;+;1;17
16;-;1;15
16;*;1;16
16;/;1;16
16;+;2;18
16;-;2;14
16;*;2;32
16;/;2;8
16;+;3;19
16;-;3;13
16;*;3;48
16;+;4;20
16;-;4;12
16;*;4;64
16;/;4;4
16;+;5;21
16;-;5;11
16;*;5;80
16;+;6;22
16;-;6;10
16;*;6;96
16;+;7;23
16;-;7;9
16;*;7;112
16;+;8;24
16;-;8;8
16;*;8;128
16;/;8;2
16;+;9;25
16;-;9;7
16;*;9;144
16;+;10;26
16;-;10;6
16;*;10;160
16;+;11;27
16;-;11;5
16;*;11;176
16;+;12;28
16;-;12;4
16;*;12;192
16;+;13;29
16;-;13;3
16;*;13;208
16;+;14;30
16;-;14;2
16;*;14;224
16;+;15;31
16;-;15;1
16;*;15;240
16;+;16;32
16;-;16;0
16;*;16;256
16;/;16;1
16;+;17;33
16;*;17;272
16;+;18;34
16;*;18;288
16;+;19;35
16;*;19;304
16;+;20;36
16;*;20;320
17;+;0;17
17;-;0;17
17;*;0;0
17;+;1;18
17;-;1;16
17;*;1;17
17;/;1;17
17;+;2;19
17;-;2;15
17;*;2;34
17;+;3;20
17;-;3;14
17;*;3;51
17;+;4;21
17;-;4;13
17;*;4;68
17;+;5;22
17;-;5;12
17;*;5;85
17;+;6;23
17;-;6;11
17;*;6;102
17;+;7;24
17;-;7;10
17;*;7;119
17;+;8;25
17;-;8;9
17;*;8;136
17;+;9;26
17;-;9;8
17;*;9;153
17;+;10;27
17;-;10;7
17;*;10;170
17;+;11;28
17;-;11;6
17;*;11;187
17;+;12;29
17;-;12;5
17;*;12;204
17;+;13;30
17;-;13;4
17;*;13;221
17;+;14;31
17;-;14;3
17;*;14;238
17;+;15;32
17;-;15;2
17;*;15;255
17;+;16;33
17;-;16;1
17;*;16;272
17;+;17;34
17;-;17;0
17;*;17;289
17;/;17;1
17;+;18;35
17;*;18;306
17;+;19;36
17;*;19;323
17;+;20;37
17;*;20;340
18;+;0;18
18;-;0;18
18;*;0;0
18;+;1;19
18;-;1;17
18;*;1;18
18;/;1;18
18;+;2;20
18;-;2;16
18;*;2;36
18;/;2;9
18;+;3;21
18;-;3;15
18;*;3;54
18;/;3;6
18;+;4;22
18;-;4;14
18;*;4;72
18;+;5;23
18;-;5;13
18;*;5;90
18;+;6;24
18;-;6;12
18;*;6;108
18;/;6;3
18;+;7;25
18;-;7;11
18;*;7;126
18;+;8;26
18;-;8;10
18;*;8;144
18;+;9;27
18;-;9;9
18;*;9;162
18;/;9;2
18;+;10;28
18;-;10;8
18;*;10;180
18;+;11;29
18;-;11;7
18;*;11;198
18;+;12;30
18;-;12;6
18;*;12;216
18;+;13;31
18;-;13;5
18;*;13;234
18;+;14;32
18;-;14;4
18;*;14;252
18;+;15;33
18;-;15;3
18;*;15;270
18;+;16;34
18;-;16;2
18;*;16;288
18;+;17;35
18;-;17;1
18;*;17;306
18;+;18;36
18;-;18;0
18;*;18;324
18;/;18;1
18;+;19;37
18;*;19;342
18;+;20;38
18;*;20;360
19;+;0;19
19;-;0;19
19;*;0;0
19;+;1;20
19;-;1;18
19;*;1;19
19;/;1;19
19;+;2;21
19;-;2;17
19;*;2;38
19;+;3;22
19;-;3;16
19;*;3;57
19;+;4;23
19;-;4;15
19;*;4;76
19;+;5;24
19;-;5;14
19;*;5;95
19;+;6;25
19;-;6;13
19;*;6;114
19;+;7;26
19;-;7;12
19;*;7;133
19;+;8;27
19;-;8;11
19;*;8;152
19;+;9;28
19;-;9;10
19;*;9;171
19;+;10;29
19;-;10;9
19;*;10;190
19;+;11;30
19;-;11;8
19;*;11;209
19;+;12;31
19;-;12;7
19;*;12;228
19;+;13;32
19;-;13;6
19;*;13;247
19;+;14;33
19;-;14;5
19;*;14;266
19;+;15;34
19;-;15;4
19;*;15;285
19;+;16;35
19;-;16;3
19;*;16;304
19;+;17;36
19;-;17;2
19;*;17;323
19;+;18;37
19;-;18;1
19;*;18;342
19;+;19;38
19;-;19;0
19;*;19;361
19;/;19;1
19;+;20;39
19;*;20;380
20;+;0;20
20;-;0;20
20;*;0;0
20;+;1;21
20;-;1;19
20;*;1;20
20;/;1;20
20;+;2;22
20;-;2;18
20;*;2;40
20;/;2;10
20;+;3;23
20;-;3;17
20;*;3;60
20;+;4;24
20;-;4;16
20;*;4;80
20;/;4;5
20;+;5;25
20;-;5;15
20;*;5;100
20;/;5;4
20;+;6;26
20;-;6;14
20;*;6;120
20;+;7;27
20;-;7;13
20;*;7;140
20;+;8;28
20;-;8;12
20;*;8;160
20;+;9;29
20;-;9;11
20;*;9;180
20;+;10;30
20;-;10;10
20;*;10;200
20;/;10;2
20;+;11;31
20;-;11;9
20;*;11;220
20;+;12;32
20;-;12;8
20;*;12;240
20;+;13;33
20;-;13;7
20;*;13;260
20;+;14;34
20;-;14;6
20;*;14;280
20;+;15;35
20;-;15;5
20;*;15;300
20;+;16;36
20;-;16;4
20;*;16;320
20;+;17;37
20;-;17;3
20;*;17;340
20;+;18;38
20;-;18;2
20;*;18;360
20;+;19;39
20;-;19;1
20;*;19;380
20;+;20;40
20;-;20;0
20;*;20;400
20;/;20;1
